Ano,Mês,AnoF,T_INMET,T_ICEA,UR_INMET,UR_ICEA
2013,1,15/01/2013,,26.12,80.9,76.9
2013,2,15/02/2013,,25.96,81.7,75.8
2013,3,15/03/2013,27.48,26.57,79.2,75.1
2013,4,15/04/2013,26.71,25.38,75.6,74.3
2013,5,15/05/2013,25.62,24.79,72.1,70.3
2013,6,15/06/2013,26.09,25.26,71.8,70.1
2013,7,15/07/2013,23.98,23.49,64.2,59.2
2013,8,15/08/2013,24.22,24.2,51.6,42.7
2013,9,15/09/2013,28.38,27.54,57.1,48.7
2013,10,15/10/2013,28.26,26.79,67.0,66.1
2013,11,15/11/2013,28.05,26.7,73.3,70.6
2013,12,15/12/2013,27.40,26.18,7.6,75.2
2014,1,15/01/2014,26.48,25.41,77.5,76.1
2014,2,15/02/2014,26.35,25.24,79.5,78.3
2014,3,15/03/2014,27.14,26.04,78.1,77.1
2014,4,15/04/2014,27.05,25.87,77.5,77.8
2014,5,15/05/2014,25.23,24.16,73.9,75.5
2014,6,15/06/2014,24.56,24.11,72.6,71.8
2014,7,15/07/2014,23.31,23.08,70.7,69.2
2014,8,15/08/2014,26.45,27.09,55.1,54.1
2014,9,15/09/2014,29.47,29.8,58.7,56.2
2014,10,15/10/2014,29.43,29.77,67.4,59.1
2014,11,15/11/2014,28.53,28.26,69.8,68.4
2014,12,15/12/2014,27.44,26.49,74.8,78.5
2015,1,15/01/2015,27.55,26.7,73.3,75.6
2015,2,15/02/2015,27.34,26.22,76.6,79.8
2015,3,15/03/2015,27.16,26.3,77.8,80.7
2015,4,15/04/2015,27.07,26.41,78.0,80.5
2015,5,15/05/2015,26.32,25.67,75.2,78.1
2015,6,15/06/2015,24.98,24.99,67.7,68.4
2015,7,15/07/2015,24.52,24.61,67.8,64.5
2015,8,15/08/2015,27.61,28.43,50.1,42.9
2015,9,15/09/2015,29.85,29.72,52.8,49.8
2015,10,15/10/2015,,29.13,61.8,59.9
2015,11,15/11/2015,,28.54,71.5,68.4
2015,12,15/12/2015,,28.42,68.7,68.4
2016,1,15/01/2016,,26.94,80.2,78.9
2016,2,15/02/2016,,27.92,73.4,73.5
2016,3,15/03/2016,,27.01,77.1,77.4
2016,4,15/04/2016,27.11,26.97,70.4,70.8
2016,5,15/05/2016,25.47,25.04,73.4,73.9
2016,6,15/06/2016,22.98,22.86,71.5,71.4
2016,7,15/07/2016,23.93,25.48,62.4,53.3
2016,8,15/08/2016,26.19,23.84,62.9,61.7
2016,9,15/09/2016,27.11,26.06,56.9,57.2
2016,10,15/10/2016,28.04,27.7,62.5,63.4
2016,11,15/11/2016,27.07,26.54,76.5,74.6
2016,12,15/12/2016,27.31,26.61,77.8,76.1
2017,1,15/01/2017,27.21,26.81,75.3,75.7
2017,2,15/02/2017,27.10,26.58,77.1,78.2
2017,3,15/03/2017,27.38,26.92,76.2,80.6
2017,4,15/04/2017,27.14,26.49,75.5,80.9
2017,5,15/05/2017,27.06,26.71,74.3,79.0
2017,6,15/06/2017,24.13,24.27,68.1,68.0
2017,7,15/07/2017,23.33,23.75,54.4,50.8
2017,8,15/08/2017,27.33,27.72,54.1,50.3
2017,9,15/09/2017,29.08,29.42,48.4,43.8
2017,10,15/10/2017,28.46,27.99,64.3,65.1
2017,11,15/11/2017,28.72,28.14,72.1,72.0
2017,12,15/12/2017,27.63,27.07,75.4,79.3
2018,1,15/01/2018,27.42,26.86,76.5,79.4
2018,2,15/02/2018,27.26,26.84,78.7,80.8
2018,3,15/03/2018,27.72,,80.9,
2018,4,15/04/2018,26.92,,75.1,
2018,5,15/05/2018,25.31,,69.3,
2018,6,15/06/2018,22.66,,73.9,
2018,7,15/07/2018,23.74,,64.4,
